key,screen_tier,score,red_flag,origin,families,sources,via,title,year,authors,venue,doi,arxiv,openalex,zbmath,msc,cited_by,abstract
10.1109/tit.2007.896874,T3,0,False,snowball,K,openalex-citations,forward:10.1109/18.796385,Making Good Codes for Classical-Quantum Channel Coding via Quantum Hypothesis Testing,2007,Tomohiro Ogawa; Hiroshi Nagaoka,IEEE Transactions on Information Theory,10.1109/tit.2007.896874,,https://openalex.org/W2141107613,,,108,"In this correspondence, we give an alternative proof of the direct part of the classical-quantum channel coding theorem (the Holevo-Schumacher-Westmoreland (HSW) theorem), using ideas of quantum hypothesis testing. In order to show the existence of good codes, we invoke a limit theorem, relevant to the quantum Stein's lemma, in quantum hypothesis testing as the law of large numbers used in the classical case. We also apply a greedy construction of good codes using a packing procedure of noncommutative operators. Consequently we derive an upper bound on the coding error probability, which is used to give an alternative proof of the HSW theorem. This approach elucidates how the Holevo information applies to the classical-quantum channel coding problems"
10.1007/s00220-017-2928-4,T3,0,False,snowball,K,openalex-citations,forward:10.1109/18.796385,Strong Converse Exponent for Classical-Quantum Channel Coding,2017,Milán Mosonyi; Tomohiro Ogawa,Communications in Mathematical Physics,10.1007/s00220-017-2928-4,,https://openalex.org/W1776233866,,,99,
10.1119/1.1463744,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Quantum Computation and Quantum Information,2002,Michael A. Nielsen; Isaac L. Chuang; Lov K. Grover,American Journal of Physics,10.1119/1.1463744,,https://openalex.org/W1631356911,,,22698,
10.1145/505482.505499,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Quantum computation and quantum information,2001,Jim Law,ACM SIGSOFT Software Engineering Notes,10.1145/505482.505499,,https://openalex.org/W2764347725,,,19214,No abstract available.
10.1007/978-3-662-12066-8,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Information-Spectrum Methods in Information Theory,2003,Te Sun Han,Applications of mathematics,10.1007/978-3-662-12066-8,,https://openalex.org/W4251984466,,,690,
10.1103/physreva.71.062310,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Distance measures to compare real and ideal quantum processes,2005,Alexei Gilchrist; Nathan K. Langford; Michael A. Nielsen,Physical Review A,10.1103/physreva.71.062310,,https://openalex.org/W2023885784,,,676,"With growing success in experimental implementations it is critical to identify a ``gold standard'' for quantum information processing, a single measure of distance that can be used to compare and contrast different experiments. We enumerate a set of criteria that such a distance measure must satisfy to be both experimentally and theoretically meaningful. We then assess a wide range of possible measures against these criteria, before making a recommendation as to the best measures to use in characterizing quantum information processing."
informationspectrummethodsininformationtheory,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Information-Spectrum Methods in Information Theory,2002,太舜 韓; Hiroki Koga,Medical Entomology and Zoology,,,https://openalex.org/W79265410,,,477,1 Source Coding.- 2 Random Number Generation.- 3 Channel Coding.- 4 Hypothesis Testing.- 5 Rate-Distortion Theory.- 6 Identification Code and Channel Resolvability.- 7 Multi-Terminal Information Theory.- References.
10.1109/tit.2009.2032797,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130;forward:10.1109/TIT.2010.2054130,A Fully Quantum Asymptotic Equipartition Property,2009,Marco Tomamichel; Roger Colbeck; Renato Renner,IEEE Transactions on Information Theory,10.1109/tit.2009.2032797,,https://openalex.org/W2144277460,,,298,"The classical asymptotic equipartition property is the statement that, in the limit of a large number of identical repetitions of a random experiment, the output sequence is virtually certain to come from the typical set, each member of which is almost equally likely. In this paper, a fully quantum generalization of this property is shown, where both the output of the experiment and side information are quantum. An explicit bound on the convergence is given, which is independent of the dimensionality of the side information. This naturally leads to a family of REacutenyi-like quantum conditional entropies, for which the von Neumann entropy emerges as a special case."
10.1109/tit.2006.889463,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,An Information-Spectrum Approach to Classical and Quantum Hypothesis Testing for Simple Hypotheses,2007,Hiroshi Nagaoka; Masahito Hayashi,IEEE Transactions on Information Theory,10.1109/tit.2006.889463,,https://openalex.org/W2166827316,,,135,The information-spectrum analysis made by Han for classical hypothesis testing for simple hypotheses is extended to a unifying framework including both classical and quantum hypothesis testing. The results are also applied to fixed-length source coding when loosening the normalizing condition for probability distributions and for quantum states. We establish general formulas for several quantities relating to the asymptotic optimality of tests/codes in terms of classical and quantum information spectra
10.1109/tit.2009.2018340,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Smooth Entropies and the Quantum Information Spectrum,2009,Nilanjana Datta; Renato Renner,IEEE Transactions on Information Theory,10.1109/tit.2009.2018340,,https://openalex.org/W2043792910,,,91,"Many of the traditional results in information theory, such as the channel coding theorem or the source coding theorem, are restricted to scenarios where the underlying resources are independent and identically distributed (i.i.d.) over a large number of uses. To overcome this limitation, two different techniques, the information spectrum method and the smooth entropy framework, have been developed independently. They are based on new entropy measures, called spectral entropy rates andsmoothentropies, respectively, that generalize Shannon entropy (in the classical case) and von Neumann entropy (in the more general quantum case). Here, we show that the two techniques are closely related. More precisely, the spectral entropy rate can be seen as the asymptotic limit of the smooth entropy. Our results apply to the quantum setting and thus include the classical setting as a special case."
10.1002/andp.19854970419,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,The Transition Probability for States of *‐Algebras,1985,Armin Uhlmann,Annalen der Physik,10.1002/andp.19854970419,,https://openalex.org/W2019760729,,,44,"Abstract We explain how to define, in consistence with Quantum Theory, “transition probabilities” for general mixed states. Then some theorems concerning this quantity will be proved. It turns out the possibility to characterize the transition probability by a minimal condition among state functions which depend on two states."
10.48550/arxiv.0912.4495,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Single-shot Quantum State Merging,2009,Mario Berta,arXiv (Cornell University),10.48550/arxiv.0912.4495,,https://openalex.org/W1539221996,,,76,"We consider an unknown quantum state shared between two parties, Alice and Bob, and ask how much quantum communication is needed to transfer the full state to Bob. This problem is known as state merging and was introduced in [Horodecki et al., Nature, 436, 673 (2005)]. It has been shown that for free classical communication the minimal number of quantum bits that need to be sent from Alice to Bob is given by the conditional von Neumann entropy. However this result only holds asymptotically (in the sense that Alice and Bob share initially many identical copies of the state) and it was unclear how much quantum communication is necessary to merge a single copy. We show that the minimal amount of quantum communication needed to achieve this single-shot state merging is given by minus the smooth conditional min-entropy of Alice conditioned on the environment. This gives an operational meaning to the smooth conditional min-entropy."
10.48550/arxiv.quant-ph/0602112,T3,0,False,snowball,E,openalex-citations,backward:10.1109/TIT.2010.2054130,Sine distance for quantum states,2006,Alexey E. Rastegin,arXiv (Cornell University),10.48550/arxiv.quant-ph/0602112,,https://openalex.org/W1662022457,,,44,"We thoroughly analyse the distance between quantum states that has been applied to state-dependent cloning and partly studied in the previous work of the author [Phys. Rev. A 66, 042304 (2002)]. Elementary proofs of its significant properties are given."
10.1103/revmodphys.91.025001,T3,0,False,snowball,E,openalex-citations,forward:10.1109/TIT.2010.2054130,Quantum resource theories,2019,Eric Chitambar; Gilad Gour,Reviews of Modern Physics,10.1103/revmodphys.91.025001,,https://openalex.org/W2808319042,,,1345,"This review introduces a new development in theoretical quantum physics, the ``resource-theoretic'' point of view. The approach aims to be closely linked to experiment, and to state exactly what result you can hope to achieve for what expenditure of effort in the laboratory. This development is an extension of the principles of thermodynamics to quantum problems; but there are resources that would never have been considered previously in thermodynamics, such as shared knowledge of a frame of reference. Many additional examples and new quantifications of resources are provided."
10.1080/00107514.2016.1201896,T3,0,False,snowball,E,openalex-citations,forward:10.1109/TIT.2010.2054130,Quantum thermodynamics,2016,Sai Vinjanampathy; Janet Anders,Contemporary Physics,10.1080/00107514.2016.1201896,,https://openalex.org/W3037464230,,,971,"Quantum thermodynamics is an emerging research field aiming to extend standard thermodynamics and non-equilibrium statistical physics to ensembles of sizes well below the thermodynamic limit, in non-equilibrium situations and with the full inclusion of quantum effects. Fuelled by experimental advances and the potential of future nanoscale applications, this research effort is pursued by scientists with different backgrounds, including statistical physics, many-body theory, mesoscopic physics and quantum information theory, who bring various tools and methods to the field. A multitude of theoretical questions are being addressed ranging from issues of thermalisation of quantum systems and various definitions of ‘work’ to the efficiency and power of quantum engines. This overview provides a perspective on a selection of these current trends accessible to postgraduate students and researchers alike."
10.1038/nphys1734,T3,0,False,snowball,E,openalex-citations,forward:10.1109/TIT.2010.2054130,The uncertainty principle in the presence of quantum memory,2010,Mario Berta; Matthias Christandl; Roger Colbeck; Joseph M. Renes; Renato Renner,Nature Physics,10.1038/nphys1734,,https://openalex.org/W2040362900,,,860,
